Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
460, X-Men Origins: Wolverine - Uncaged Edition, PS3, 2009, Action, Activision, 0.31, 0.0, 0.32, 0.13, 0.76
461, Madagascar: Escape 2 Africa, DS, 2008, Action, Activision, 0.42, 0.0, 0.26, 0.07, 0.75
462, Split/Second, PS3, 2010, Racing, Disney Interactive Studios, 0.31, 0.01, 0.31, 0.12, 0.75
463, Capcom vs. SNK 2: Mark of the Millennium 2001, PS2, 2001, Fighting, Capcom, 0.22, 0.3, 0.17, 0.06, 0.75
464, MVP 06 NCAA Baseball, PS2, 2006, Sports, Electronic Arts, 0.62, 0.0, 0.02, 0.1, 0.74
465, Just Dance 2015, WiiU, 2014, Misc, Ubisoft, 0.4, 0.0, 0.28, 0.07, 0.75
466, Borderlands: The Pre-Sequel, X360, 2014, Shooter, Take-Two Interactive, 0.46, 0.01, 0.22, 0.06, 0.75
467, LittleBigPlanet 3, PS3, 2014, Platform, Sony Computer Entertainment, 0.2, 0.01, 0.43, 0.11, 0.75
468, Marvel: Ultimate Alliance 2, PS3, 2009, Role-Playing, Activision, 0.49, 0.0, 0.16, 0.09, 0.74
469, Sega Superstars Tennis, DS, 2008, Sports, Sega, 0.29, 0.0, 0.37, 0.08, 0.74
470, The Walking Dead: Season One, X360, 2012, Adventure, Avanquest Software, 0.55, 0.0, 0.14, 0.05, 0.74
471, Ace Combat: Assault Horizon, PS3, 2011, Action, Namco Bandai Games, 0.3, 0.22, 0.16, 0.07, 0.75
472, Jump Ultimate Stars, DS, 2006, Fighting, Nintendo, 0.0, 0.74, 0.0, 0.0, 0.74
473, Jampack Summer 2001, PS2, 2001, Misc, Sony Computer Entertainment, 0.36, 0.0, 0.28, 0.1, 0.74
474, Resonance of Fate, PS3, 2010, Role-Playing, Sega, 0.2, 0.24, 0.22, 0.09, 0.75
475, Burnout, PS2, 2001, Racing, Acclaim Entertainment, 0.36, 0.0, 0.28, 0.1, 0.74
476, Tom Clancy's Rainbow Six: Vegas, PSP, 2007, Shooter, Ubisoft, 0.42, 0.0, 0.19, 0.14, 0.75
477, Final Fantasy XIII-2, X360, 2011, Role-Playing, Square Enix, 0.36, 0.02, 0.3, 0.06, 0.74
478, LEGO Batman 2: DC Super Heroes, 3DS, 2012, Action, Warner Bros. Interactive Entertainment, 0.41, 0.0, 0.27, 0.06, 0.74
479, Mortal Kombat: Unchained, PSP, 2006, Fighting, Midway Games, 0.67, 0.0, 0.01, 0.06, 0.74
480, Mario & Luigi: Paper Jam, 3DS, 2015, Role-Playing, Nintendo, 0.16, 0.25, 0.3, 0.04, 0.75
481, Yu-Gi-Oh! Dungeon Dice Monsters, GBA, 2001, Misc, Konami Digital Entertainment, 0.42, 0.15, 0.16, 0.01, 0.74
482, Brink, PS3, 2011, Shooter, Bethesda Softworks, 0.29, 0.01, 0.32, 0.12, 0.74
483, LEGO Marvel Super Heroes, WiiU, 2013, Action, Warner Bros. Interactive Entertainment, 0.31, 0.02, 0.35, 0.06, 0.74
484, Blur, PS3, 2010, Racing, Activision, 0.22, 0.02, 0.37, 0.13, 0.74
485, Madden NFL 11, Wii, 0, Sports, Unknown, 0.7, 0.0, 0.0, 0.05, 0.75
486, Namco Museum Remix, Wii, 2007, Misc, Atari, 0.68, 0.0, 0.0, 0.05, 0.7300000000000001
487, Midnight Club 3: DUB Edition, XB, 2005, Racing, Take-Two Interactive, 0.61, 0.0, 0.1, 0.03, 0.74
488, Crysis 2, PC, 2011, Action, Electronic Arts, 0.16, 0.0, 0.45, 0.13, 0.7400000000000001
489, The Lord of the Rings: The Two Towers, GBA, 2002, Action, Electronic Arts, 0.53, 0.0, 0.2, 0.01, 0.74
490, Tiger Woods PGA Tour 2001, PS2, 2001, Sports, Electronic Arts, 0.36, 0.0, 0.28, 0.09, 0.73
491, Indiana Jones and the Staff of Kings, Wii, 2009, Action, Activision, 0.36, 0.0, 0.3, 0.08, 0.74
492, Jet Moto 3, PS, 1999, Racing, Sony Computer Entertainment, 0.41, 0.0, 0.28, 0.05, 0.74
493, Naruto Shippuden: Ultimate Ninja Storm Generations, PS3, 2012, Fighting, Namco Bandai Games, 0.27, 0.14, 0.25, 0.08, 0.74
494, Unreal Championship, XB, 2002, Shooter, Atari, 0.59, 0.0, 0.12, 0.03, 0.74
495, WarioWare: Twisted!, GBA, 0, Puzzle, Unknown, 0.16, 0.5, 0.06, 0.02, 0.74
496, Pirates of the Caribbean: At World's End, PS3, 2007, Action, Disney Interactive Studios, 0.17, 0.0, 0.41, 0.15, 0.73
497, Tiger Woods PGA Tour 08, PS3, 2007, Sports, Electronic Arts, 0.22, 0.0, 0.38, 0.14, 0.74
498, Persona 4: Arena, PS3, 2012, Fighting, Atlus, 0.3, 0.24, 0.12, 0.07, 0.73
499, Sword of Mana, GBA, 2003, Role-Playing, Nintendo, 0.31, 0.3, 0.11, 0.02, 0.74
500, Harvest Moon DS: Island of Happiness, DS, 2007, Simulation, Rising Star Games, 0.44, 0.25, 0.01, 0.04, 0.74
501, Star Ocean: The Last Hope International, PS3, 2010, Role-Playing, Square Enix, 0.28, 0.22, 0.16, 0.08, 0.74
502, The Sims 2: Castaway, DS, 2007, Simulation, Electronic Arts, 0.63, 0.0, 0.05, 0.06, 0.74
503, FIFA: Road to World Cup 98, PS, 1997, Sports, Electronic Arts, 0.14, 0.46, 0.09, 0.05, 0.7400000000000001
504, Dragon Ball Z: Ultime Menace, SNES, 1993, Fighting, Namco Bandai Games, 0.0, 0.73, 0.0, 0.0, 0.73
505, Classic NES Series: Donkey Kong, GBA, 2004, Platform, Nintendo, 0.4, 0.17, 0.15, 0.01, 0.73
506, Call of Duty: Ghosts, PC, 2013, Shooter, Activision, 0.23, 0.0, 0.41, 0.09, 0.73
507, Yoshi, GB, 1991, Puzzle, Nintendo, 0.0, 0.73, 0.0, 0.0, 0.73
508, Mortal Kombat 4, N64, 1998, Fighting, GT Interactive, 0.55, 0.0, 0.17, 0.01, 0.7300000000000001
509, F1 2011, X360, 2011, Racing, Codemasters, 0.11, 0.01, 0.51, 0.09, 0.72
510, Madden NFL 10, Wii, 2009, Sports, Electronic Arts, 0.63, 0.0, 0.04, 0.06, 0.73
511, Kirby: Canvas Curse, DS, 2005, Platform, Nintendo, 0.37, 0.32, 0.0, 0.04, 0.73
512, Croc 2, PS, 1999, Platform, Fox Interactive, 0.41, 0.0, 0.28, 0.05, 0.74
513, Practise English!, DS, 2007, Misc, Nintendo, 0.0, 0.73, 0.0, 0.0, 0.73
514, Oddworld: Munch's Oddysee, XB, 2001, Platform, Atari, 0.54, 0.0, 0.16, 0.03, 0.73
515, Berzerk, 2600, 1981, Shooter, Atari, 0.68, 0.0, 0.04, 0.01, 0.7300000000000001
516, NHL 11, X360, 2010, Sports, Electronic Arts, 0.61, 0.0, 0.07, 0.05, 0.73
517, Dragon Age: Inquisition, PC, 2014, Role-Playing, Electronic Arts, 0.32, 0.0, 0.34, 0.07, 0.73
518, iCarly, DS, 2009, Adventure, Activision, 0.67, 0.0, 0.01, 0.05, 0.7300000000000001
519, DiRT 3, X360, 2011, Racing, Codemasters, 0.23, 0.01, 0.41, 0.08, 0.73
520, NCAA Football 07, X360, 2006, Sports, Electronic Arts, 0.67, 0.0, 0.0, 0.06, 0.73
521, Just Dance Wii, Wii, 2011, Misc, Nintendo, 0.0, 0.73, 0.0, 0.0, 0.73
522, Full Spectrum Warrior, XB, 2004, Strategy, THQ, 0.54, 0.0, 0.16, 0.03, 0.73
523, Katamari Damacy, PS2, 2004, Puzzle, Namco Bandai Games, 0.47, 0.17, 0.02, 0.08, 0.74
524, Beyblade VForce: Ultimate Blader Jam, GBA, 2003, Action, Atari, 0.52, 0.0, 0.19, 0.01, 0.72
525, Ratchet & Clank Collection, PS3, 2012, Action, Sony Computer Entertainment, 0.47, 0.02, 0.14, 0.09, 0.72
526, Avatar: The Game, Wii, 2009, Action, Ubisoft, 0.33, 0.0, 0.32, 0.08, 0.73
527, Shaun Palmer's Pro Snowboarder, PS2, 2001, Sports, Codemasters, 0.36, 0.0, 0.28, 0.09, 0.73
528, MX vs. ATV Reflex, X360, 2009, Racing, THQ, 0.52, 0.0, 0.15, 0.06, 0.73
529, Imagine: Interior Designer, DS, 2008, Simulation, Ubisoft, 0.34, 0.0, 0.31, 0.08, 0.73
530, SSX, X360, 2012, Sports, Electronic Arts, 0.38, 0.0, 0.28, 0.06, 0.72
531, Style Savvy: Trendsetters, 3DS, 2012, Simulation, Nintendo, 0.16, 0.53, 0.02, 0.01, 0.7200000000000001
532, James Bond 007: Agent Under Fire, GC, 2002, Shooter, Electronic Arts, 0.56, 0.0, 0.15, 0.02, 0.73
533, XCOM: Enemy Unknown, PC, 2012, Strategy, Take-Two Interactive, 0.26, 0.0, 0.36, 0.1, 0.72
534, Rabbids Go Home, DS, 2009, Platform, Ubisoft, 0.35, 0.0, 0.3, 0.07, 0.72
535, Star Wars Episode III: Revenge of the Sith, GBA, 2005, Action, Ubisoft, 0.52, 0.0, 0.19, 0.01, 0.72
536, Ultimate Spider-Man, PS2, 2005, Action, Activision, 0.6, 0.0, 0.02, 0.1, 0.72
537, FIFA Soccer 13, Wii, 2012, Action, Electronic Arts, 0.19, 0.0, 0.46, 0.08, 0.73
538, God Eater, PSP, 2010, Action, Unknown, 0.0, 0.72, 0.0, 0.0, 0.72
539, Final Fantasy XIV: A Realm Reborn, PS4, 2014, Role-Playing, Square Enix, 0.32, 0.08, 0.22, 0.1, 0.72
540, SD Gundam G Generation, PS, 1998, Strategy, Namco Bandai Games, 0.0, 0.67, 0.0, 0.05, 0.7200000000000001
541, Area 51, PS, 1996, Shooter, GT Interactive, 0.4, 0.0, 0.27, 0.05, 0.72
542, NBA Live 08, PS2, 2007, Sports, Electronic Arts, 0.59, 0.01, 0.02, 0.1, 0.72
543, Dead to Rights, XB, 2002, Shooter, Electronic Arts, 0.53, 0.0, 0.17, 0.03, 0.73
544, Tiger Woods PGA Tour 07, PS2, 2006, Sports, Electronic Arts, 0.6, 0.0, 0.02, 0.1, 0.72
545, Test Drive 6, PS, 1999, Racing, Atari, 0.4, 0.0, 0.27, 0.05, 0.72
546, Kouchuu Ouja Mushi King, GBA, 2005, Action, Sega, 0.0, 0.7, 0.0, 0.02, 0.72
547, LEGO Harry Potter: Years 5-7, DS, 0, Action, Warner Bros. Interactive Entertainment, 0.35, 0.0, 0.3, 0.07, 0.72
548, Major League Baseball 2K7, X360, 2007, Sports, Spike, 0.67, 0.0, 0.0, 0.05, 0.7200000000000001
549, X-Men: Mutant Academy 2, PS, 2001, Fighting, Activision, 0.4, 0.0, 0.27, 0.05, 0.72
550, Terraria, X360, 2013, Action, 505 Games, 0.35, 0.0, 0.31, 0.06, 0.72
551, Jampack Winter 2001, PS2, 2001, Misc, Sony Computer Entertainment, 0.35, 0.0, 0.28, 0.09, 0.72
552, Kangaroo, 2600, 1982, Platform, Atari, 0.67, 0.0, 0.04, 0.01, 0.7200000000000001
553, James Bond 007: Blood Stone, PS3, 2010, Shooter, Activision, 0.18, 0.02, 0.38, 0.13, 0.71
554, Ben 10: Protector of Earth, PSP, 2007, Action, D3Publisher, 0.23, 0.0, 0.31, 0.18, 0.72
555, Skate, X360, 2007, Sports, Electronic Arts, 0.62, 0.0, 0.04, 0.06, 0.72
556, Super Monkey Ball Jr., GBA, 2002, Puzzle, Atari, 0.51, 0.0, 0.19, 0.01, 0.71
557, Driver: San Francisco, X360, 2011, Racing, Ubisoft, 0.25, 0.0, 0.39, 0.08, 0.72
558, MLB 09: The Show, PS3, 2009, Sports, Sony Computer Entertainment, 0.66, 0.0, 0.0, 0.05, 0.7100000000000001
559, Monster Hunter Tri, WiiU, 2012, Role-Playing, Nintendo, 0.26, 0.22, 0.19, 0.04, 0.71
560, Mobile Suit Gundam: Encounters in Space, PS2, 2003, Simulation, Namco Bandai Games, 0.05, 0.61, 0.04, 0.01, 0.7100000000000001
561, Catherine, PS3, 2011, Adventure, Deep Silver, 0.3, 0.2, 0.15, 0.07, 0.72
562, Fear Effect, PS, 1998, Action, Eidos Interactive, 0.4, 0.0, 0.27, 0.05, 0.72
563, FIFA Soccer 11, DS, 2010, Sports, Electronic Arts, 0.13, 0.0, 0.5, 0.09, 0.72
564, Crysis, PC, 2007, Shooter, Electronic Arts, 0.0, 0.0, 0.69, 0.03, 0.72
565, Battlefield: Bad Company 2, PC, 2010, Shooter, Electronic Arts, 0.19, 0.0, 0.53, 0.0, 0.72
566, The Lord of the Rings: The Two Towers, XB, 2002, Action, Electronic Arts, 0.45, 0.0, 0.24, 0.03, 0.72
567, Madden NFL 2003, XB, 2002, Sports, Electronic Arts, 0.67, 0.0, 0.02, 0.03, 0.7200000000000001
568, Dragon Quest Swords: The Masked Queen and the Tower of Mirrors, Wii, 2007, Role-Playing, Square Enix, 0.18, 0.5, 0.01, 0.02, 0.71
569, MLB 13: The Show, PS3, 2013, Sports, Sony Computer Entertainment, 0.66, 0.0, 0.0, 0.05, 0.7100000000000001
570, Omerta: City of Gangsters, X360, 2011, Simulation, Konami Digital Entertainment, 0.42, 0.0, 0.23, 0.06, 0.71
571, Dragon Quest Heroes: The World's Tree Woe and the Blight Below, PS4, 2015, Action, Square Enix, 0.16, 0.37, 0.13, 0.06, 0.7200000000000001
572, Virtua Fighter 4: Evolution, PS2, 2003, Fighting, Sega, 0.35, 0.0, 0.27, 0.09, 0.71
573, Top Spin 4, PS3, 2011, Sports, Take-Two Interactive, 0.17, 0.0, 0.4, 0.14, 0.7100000000000001
574, Resident Evil: Survivor, PS, 2000, Action, Eidos Interactive, 0.23, 0.29, 0.15, 0.05, 0.72
575, Dynasty Warriors 6, PS3, 2007, Action, Tecmo Koei, 0.18, 0.41, 0.08, 0.04, 0.71
576, Super Trucks Racing, PS2, 2002, Racing, Jester Interactive, 0.35, 0.0, 0.27, 0.09, 0.71
577, Persona Q: Shadow of the Labyrinth, 3DS, 2014, Role-Playing, Nippon Ichi Software, 0.33, 0.27, 0.07, 0.04, 0.71
578, Madden NFL 08, PSP, 2007, Sports, Electronic Arts, 0.6, 0.0, 0.04, 0.07, 0.71
579, Godzilla: Destroy All Monsters Melee, GC, 2002, Fighting, Atari, 0.55, 0.0, 0.14, 0.02, 0.7100000000000001
580, Jeremy McGrath Supercross 2000, PS, 2000, Racing, Acclaim Entertainment, 0.4, 0.0, 0.27, 0.05, 0.72
581, Conker: Live And Reloaded, XB, 2005, Adventure, Microsoft Game Studios, 0.49, 0.0, 0.2, 0.02, 0.71
582, Silent Hill 3, PS2, 2003, Action, Konami Digital Entertainment, 0.35, 0.0, 0.27, 0.09, 0.71
583, Madden NFL 09, PSP, 2008, Sports, Electronic Arts, 0.65, 0.0, 0.0, 0.06, 0.71
584, Final Fantasy X/X-2 HD Remaster, PS4, 2015, Role-Playing, Square Enix, 0.29, 0.06, 0.25, 0.11, 0.71
585, Yu-Gi-Oh! The Falsebound Kingdom, GC, 2002, Strategy, Konami Digital Entertainment, 0.49, 0.07, 0.13, 0.02, 0.71
586, LEGO Rock Band, Wii, 2009, Misc, Warner Bros. Interactive Entertainment, 0.42, 0.0, 0.22, 0.07, 0.71
587, MLB 10: The Show, PS3, 2010, Sports, Sony Computer Entertainment, 0.66, 0.0, 0.0, 0.05, 0.7100000000000001
588, Spyro: Enter the Dragonfly, GC, 2002, Platform, Universal Interactive, 0.55, 0.0, 0.14, 0.02, 0.7100000000000001
589, Scooby-Doo 2: Monsters Unleashed, GBA, 2004, Action, THQ, 0.51, 0.0, 0.19, 0.01, 0.71
590, Power Rangers: Dino Thunder, PS2, 2004, Action, THQ, 0.35, 0.0, 0.27, 0.09, 0.71
591, Rhythm Heaven: The Best+, 3DS, 2015, Misc, Nintendo, 0.0, 0.71, 0.0, 0.0, 0.71
592, LEGO Racers, N64, 1999, Racing, LEGO Media, 0.51, 0.0, 0.18, 0.01, 0.7
593, WWF Attitude, N64, 1999, Fighting, Acclaim Entertainment, 0.57, 0.0, 0.13, 0.01, 0.71
594, Blast Corps, N64, 1997, Action, Nintendo, 0.39, 0.17, 0.09, 0.06, 0.71
595, LEGO Harry Potter: Years 1-4, PSP, 2010, Action, Warner Bros. Interactive Entertainment, 0.14, 0.0, 0.37, 0.19, 0.7000000000000001
596, Tactics Ogre: Let Us Cling Together, SNES, 1995, Role-Playing, Quest, 0.0, 0.71, 0.0, 0.0, 0.71
597, "WarioWare,  Inc.: Mega Party Game$", GC, 2003, Puzzle, Nintendo, 0.2, 0.44, 0.05, 0.02, 0.71
598, Football Manager 2014, PC, 2013, Sports, Sega, 0.0, 0.0, 0.6, 0.1, 0.7
599, Battle Arena Toshinden 2, PS, 1995, Fighting, Sony Computer Entertainment, 0.15, 0.41, 0.1, 0.05, 0.7100000000000001
600, WWE SmackDown vs. Raw 2011, PSP, 2010, Fighting, THQ, 0.22, 0.0, 0.31, 0.17, 0.7
601, Jeopardy!, PS, 1997, Misc, Hasbro Interactive, 0.39, 0.0, 0.27, 0.05, 0.71
602, South Park, PS, 1998, Shooter, Acclaim Entertainment, 0.39, 0.0, 0.27, 0.05, 0.71
603, Metal Gear Solid V: The Phantom Pain, XOne, 2015, Action, Konami Digital Entertainment, 0.37, 0.01, 0.26, 0.06, 0.7
604, Two Worlds, X360, 2007, Role-Playing, SouthPeak Games, 0.41, 0.0, 0.23, 0.07, 0.71
605, Doom 3: Resurrection of Evil, XB, 2005, Shooter, Activision, 0.53, 0.0, 0.15, 0.03, 0.71
606, NCAA Football 09, X360, 2008, Sports, Electronic Arts, 0.65, 0.0, 0.0, 0.05, 0.7000000000000001
607, NBA Live 09, X360, 2008, Sports, Electronic Arts, 0.5, 0.0, 0.14, 0.07, 0.71
608, Ratchet & Clank: Into the Nexus, PS3, 2013, Shooter, Sony Computer Entertainment, 0.3, 0.0, 0.29, 0.11, 0.7
609, Spider-Man 2, PSP, 2005, Action, Activision, 0.35, 0.0, 0.21, 0.14, 0.7
610, 2014 FIFA World Cup Brazil, PS3, 2014, Sports, Electronic Arts, 0.15, 0.01, 0.39, 0.16, 0.7100000000000001
611, London 2012: The Official Video Game of the Olympic Games, PS3, 2012, Sports, Sega, 0.06, 0.0, 0.5, 0.15, 0.71
612, NHL 12, X360, 2011, Sports, Electronic Arts, 0.55, 0.0, 0.1, 0.05, 0.7000000000000001
613, Tony Hawk's Underground, GC, 2003, Sports, Activision, 0.54, 0.0, 0.14, 0.02, 0.7000000000000001
614, Infinite Undiscovery, X360, 2008, Role-Playing, Square Enix, 0.34, 0.12, 0.18, 0.06, 0.7
615, Super Bomberman 3, SNES, 1994, Puzzle, Hudson Soft, 0.0, 0.7, 0.0, 0.0, 0.7
616, Command & Conquer: Red Alert Retaliation, PS, 1998, Strategy, Virgin Interactive, 0.39, 0.0, 0.27, 0.05, 0.71
617, The Sims 2: Apartment Pets, DS, 2008, Simulation, Electronic Arts, 0.32, 0.0, 0.31, 0.07, 0.7
618, Star Wars: Obi-Wan, XB, 2001, Action, Activision, 0.52, 0.0, 0.16, 0.02, 0.7
619, NCAA Football 08, X360, 2007, Sports, Electronic Arts, 0.65, 0.0, 0.0, 0.05, 0.7000000000000001
620, Kill.Switch, PS2, 2003, Shooter, Sony Computer Entertainment, 0.34, 0.0, 0.27, 0.09, 0.7
621, Lalaloopsy, DS, 2011, Simulation, Activision, 0.54, 0.0, 0.1, 0.06, 0.7000000000000001
622, Madden NFL 2005, GC, 2004, Sports, Electronic Arts, 0.54, 0.0, 0.14, 0.02, 0.7000000000000001
623, F-14 Tomcat, GBA, 2001, Action, Majesco Entertainment, 0.5, 0.0, 0.19, 0.01, 0.7
624, SplashDown, PS2, 2001, Racing, Atari, 0.34, 0.0, 0.27, 0.09, 0.7
625, NCAA Football 98, PS, 1997, Sports, Electronic Arts, 0.39, 0.0, 0.27, 0.05, 0.71
626, Jade Empire, XB, 2005, Role-Playing, Microsoft Game Studios, 0.48, 0.0, 0.19, 0.03, 0.7
627, Transformers: Revenge of the Fallen, PS3, 2009, Shooter, Activision, 0.28, 0.0, 0.3, 0.12, 0.7
628, The Sims 3, DS, 2010, Simulation, Electronic Arts, 0.39, 0.0, 0.25, 0.06, 0.7
629, Skylanders: Trap Team, WiiU, 2014, Action, Activision, 0.39, 0.0, 0.25, 0.06, 0.7
630, Prince of Persia: The Forgotten Sands, PS3, 2010, Action, Ubisoft, 0.19, 0.01, 0.36, 0.13, 0.69
631, Chocobo's Dungeon 2, PS, 1998, Role-Playing, SquareSoft, 0.04, 0.58, 0.03, 0.05, 0.7
632, Advance Wars, GBA, 2001, Strategy, Nintendo, 0.5, 0.0, 0.19, 0.01, 0.7
633, Hannah Montana: The Movie, DS, 2009, Adventure, Disney Interactive Studios, 0.38, 0.0, 0.25, 0.07, 0.7
634, World of Zoo, DS, 2009, Simulation, THQ, 0.43, 0.0, 0.2, 0.06, 0.69
635, Ape Escape: On the Loose, PSP, 2005, Platform, Sony Computer Entertainment, 0.52, 0.12, 0.01, 0.05, 0.7
636, NASCAR 2001, PS2, 2000, Racing, Electronic Arts, 0.34, 0.0, 0.27, 0.09, 0.7
637, IL-2 Sturmovik: Birds of Prey, PS3, 2009, Simulation, 505 Games, 0.34, 0.0, 0.26, 0.1, 0.7
638, Book of Spells, PS3, 2012, Action, Sony Computer Entertainment, 0.13, 0.0, 0.4, 0.16, 0.6900000000000001
639, NCAA Football 2001, PS, 2000, Sports, Electronic Arts, 0.39, 0.0, 0.26, 0.05, 0.7
640, Mafia, PS2, 2004, Action, Illusion Softworks, 0.34, 0.0, 0.27, 0.09, 0.7
641, Mobile Suit Gundam: Journey to Jaburo, PS2, 2000, Simulation, Namco Bandai Games, 0.16, 0.36, 0.13, 0.04, 0.6900000000000001
642, Metal Gear Solid V: The Phantom Pain, PS3, 2015, Action, Konami Digital Entertainment, 0.21, 0.22, 0.18, 0.08, 0.69
643, TimeSplitters 2, PS2, 2002, Shooter, Eidos Interactive, 0.34, 0.0, 0.27, 0.09, 0.7
644, MotionSports, X360, 2010, Sports, Ubisoft, 0.38, 0.0, 0.26, 0.06, 0.7
645, MLB 08: The Show, PS3, 2008, Sports, Sony Computer Entertainment, 0.64, 0.0, 0.0, 0.05, 0.6900000000000001
646, Classic NES Series: Zelda II: The Adventure of Link, GBA, 2004, Adventure, Nintendo, 0.37, 0.17, 0.14, 0.01, 0.6900000000000001
647, Fire Emblem: Monsh? no Nazo, SNES, 1994, Role-Playing, Nintendo, 0.0, 0.7, 0.0, 0.0, 0.7
648, Disney's Chicken Little, GBA, 2005, Platform, Disney Interactive Studios, 0.5, 0.0, 0.18, 0.01, 0.69
649, King Kong, 2600, 1981, Action, Tigervision, 0.65, 0.0, 0.04, 0.01, 0.7000000000000001
650, WWE 2K15, X360, 2014, Sports, Take-Two Interactive, 0.38, 0.0, 0.26, 0.06, 0.7
651, The LEGO Movie Videogame, 3DS, 2014, Action, Warner Bros. Interactive Entertainment, 0.28, 0.05, 0.31, 0.05, 0.69
652, X-Men Origins: Wolverine - Uncaged Edition, X360, 2009, Action, Activision, 0.42, 0.0, 0.21, 0.06, 0.69
653, Metal Gear Solid: Portable Ops Plus, PSP, 2007, Action, Konami Digital Entertainment, 0.26, 0.26, 0.01, 0.17, 0.7000000000000001
654, Disney Tangled, Wii, 2010, Action, Disney Interactive Studios, 0.47, 0.0, 0.17, 0.05, 0.69
655, Shrek the Third, X360, 2007, Action, Activision, 0.54, 0.0, 0.1, 0.06, 0.7000000000000001
656, Test Drive Unlimited 2, X360, 0, Racing, Atari, 0.3, 0.0, 0.32, 0.07, 0.69
657, Moto Racer 2, PS, 1997, Racing, Electronic Arts, 0.39, 0.0, 0.26, 0.05, 0.7
658, Halo 2 Multiplayer Map Pack, XB, 2005, Shooter, Microsoft Game Studios, 0.54, 0.0, 0.13, 0.02, 0.6900000000000001
659, Minecraft: Story Mode, PS3, 2015, Adventure, Mojang, 0.25, 0.0, 0.33, 0.11, 0.69
660, Mortal Kombat: Shaolin Monks, PS2, 2005, Action, Midway Games, 0.58, 0.0, 0.02, 0.09, 0.69
661, MX vs. ATV Unleashed: On the Edge, PSP, 2006, Racing, THQ, 0.64, 0.0, 0.0, 0.05, 0.6900000000000001
662, Skylanders: Trap Team, PS3, 2014, Action, Activision, 0.24, 0.0, 0.33, 0.12, 0.69
663, Mario Pinball Land, GBA, 2004, Misc, Nintendo, 0.5, 0.0, 0.18, 0.01, 0.69
664, Mappy, NES, 1984, Platform, Namco Bandai Games, 0.0, 0.69, 0.0, 0.0, 0.69
665, J-League Soccer: Prime Goal, SNES, 1993, Sports, Namco Bandai Games, 0.0, 0.69, 0.0, 0.0, 0.69
666, Dragon Ball Z: Budokai, GC, 2003, Fighting, Atari, 0.53, 0.0, 0.14, 0.02, 0.6900000000000001
667, NFL Xtreme, PS, 1998, Sports, Sony Computer Entertainment, 0.38, 0.0, 0.26, 0.05, 0.69
668, The Sly Collection, PS3, 2010, Platform, Sony Computer Entertainment, 0.52, 0.01, 0.09, 0.07, 0.6900000000000001
669, One Piece: Pirate Warriors 2, PS3, 2013, Action, Namco Bandai Games, 0.0, 0.42, 0.2, 0.07, 0.69
670, Assassin's Creed IV: Black Flag, PC, 2013, Action, Ubisoft, 0.22, 0.0, 0.38, 0.1, 0.7
671, Harry Potter and the Chamber of Secrets, GC, 2002, Action, Electronic Arts, 0.53, 0.0, 0.14, 0.02, 0.6900000000000001
672, Need for Speed: Shift 2 Unleashed, PS3, 2011, Racing, Electronic Arts, 0.2, 0.0, 0.36, 0.13, 0.69
673, The Lord of the Rings: The Return of the King, GC, 2003, Action, Electronic Arts, 0.53, 0.0, 0.14, 0.02, 0.6900000000000001
674, Nintendo Presents: New Style Boutique 2 - Fashion Forward, 3DS, 2015, Misc, Nintendo, 0.01, 0.02, 0.61, 0.04, 0.68
675, MX vs. ATV Untamed, X360, 2007, Racing, THQ, 0.55, 0.0, 0.08, 0.06, 0.6900000000000001
676, The Last Remnant, X360, 2008, Role-Playing, Square Enix, 0.25, 0.18, 0.2, 0.06, 0.69
677, Frozen: Olaf's Quest, DS, 2013, Platform, Disney Interactive Studios, 0.28, 0.0, 0.35, 0.06, 0.69
678, The Sims: Medieval, PC, 2011, Simulation, Electronic Arts, 0.27, 0.0, 0.32, 0.1, 0.6900000000000001
679, Baldur's Gate: Dark Alliance II, PS2, 2004, Role-Playing, Interplay, 0.34, 0.0, 0.26, 0.09, 0.69
680, Shark Tale, GBA, 2004, Action, Activision, 0.49, 0.0, 0.18, 0.01, 0.6799999999999999
681, Plants vs. Zombies: Garden Warfare, XOne, 2014, Shooter, Electronic Arts, 0.39, 0.0, 0.23, 0.06, 0.68
682, Kirby's Dream Collection: Special Edition, Wii, 2012, Action, Nintendo, 0.34, 0.33, 0.0, 0.02, 0.6900000000000001
683, Bakugan: Battle Brawlers, Wii, 2009, Action, Activision, 0.6, 0.0, 0.03, 0.05, 0.6799999999999999
684, Star Wars: Masters of Teras Kasi, PS, 1997, Action, LucasArts, 0.38, 0.0, 0.26, 0.04, 0.6799999999999999
685, The Last Story, Wii, 2011, Role-Playing, Nintendo, 0.32, 0.18, 0.13, 0.04, 0.6699999999999999
686, NBA Street Vol. 2, XB, 2003, Sports, Electronic Arts, 0.62, 0.0, 0.04, 0.02, 0.6799999999999999
687, Iron Man, PS3, 2008, Action, Sega, 0.32, 0.0, 0.25, 0.11, 0.6799999999999999
688, Disney Infinity 3.0, PS4, 2015, Action, Disney Interactive Studios, 0.21, 0.0, 0.36, 0.11, 0.6799999999999999
689, Spider-Man 3, PS3, 2007, Platform, Activision, 0.26, 0.02, 0.29, 0.12, 0.69
